"","Parameter","average","lower","mode","higher","Category","Covariate","Time"
"p[47,2,9]","p",0.192011192239008,0.149160973723981,0.191338820528931,0.242958429034505,"47","2","9"
"p[48,2,9]","p",0.204619748980348,0.156241584639821,0.204175030467882,0.258031918726918,"48","2","9"
"p[49,2,9]","p",0.181476855489861,0.145595138152474,0.180595382461928,0.220532948032098,"49","2","9"
"p[50,2,9]","p",0.162032030571699,0.122403535506152,0.160648737912932,0.207997306394675,"50","2","9"
"p[51,2,9]","p",0.181476855489861,0.145595138152474,0.180595382461928,0.220532948032098,"51","2","9"
"p[52,2,9]","p",0.191067186016437,0.162325649606513,0.190631810021635,0.223424374032948,"52","2","9"
"p[53,2,9]","p",0.176662929724139,0.137208866556049,0.175994094413467,0.222519767855469,"53","2","9"
"p[54,2,9]","p",0.162032030571699,0.122403535506152,0.160648737912932,0.207997306394675,"54","2","9"
"p[55,2,9]","p",0.162032030571699,0.122403535506152,0.160648737912932,0.207997306394675,"55","2","9"
"p[56,2,9]","p",0.192916340808899,0.155014746044224,0.192863603090554,0.234986437340147,"56","2","9"
"p[57,2,9]","p",0.173322534749458,0.131176387392308,0.171753721642248,0.221169005511938,"57","2","9"
"p[58,2,9]","p",0.191067186016437,0.162325649606513,0.190631810021635,0.223424374032948,"58","2","9"
"p[59,2,9]","p",0.204619748980348,0.156241584639821,0.204175030467881,0.258031918726918,"59","2","9"
"p[60,2,9]","p",0.191067186016437,0.162325649606513,0.190631810021635,0.223424374032948,"60","2","9"
"p[61,2,9]","p",0.204619748980348,0.156241584639821,0.204175030467882,0.258031918726918,"61","2","9"
"p[62,2,9]","p",0.192916340808899,0.155014746044224,0.192863603090554,0.234986437340147,"62","2","9"
"p[63,2,9]","p",0.206551733923168,0.165939627295873,0.205274177164851,0.255795322216607,"63","2","9"
"p[64,2,9]","p",0.181476855489861,0.145595138152474,0.180595382461928,0.220532948032098,"64","2","9"
"p[65,2,9]","p",0.192011192239008,0.149160973723981,0.191338820528931,0.242958429034505,"65","2","9"
"p[66,2,9]","p",0.191067186016437,0.162325649606513,0.190631810021635,0.223424374032948,"66","2","9"
"p[67,2,9]","p",0.192011192239008,0.149160973723981,0.191338820528931,0.242958429034505,"67","2","9"
"p[68,2,9]","p",0.192916340808899,0.155014746044224,0.192863603090554,0.234986437340147,"68","2","9"
"p[69,2,9]","p",0.181476855489861,0.145595138152474,0.180595382461928,0.220532948032098,"69","2","9"
"p[70,2,9]","p",0.206551733923168,0.165939627295873,0.205274177164851,0.255795322216607,"70","2","9"
"p[71,2,9]","p",0.206551733923168,0.165939627295873,0.205274177164851,0.255795322216607,"71","2","9"
"p[72,2,9]","p",0.162032030571699,0.122403535506152,0.160648737912932,0.207997306394675,"72","2","9"
"p[1,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"1","3","9"
"p[2,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469057,0.100501547442116,"2","3","9"
"p[3,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196638,0.114456452681822,"3","3","9"
"p[4,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"4","3","9"
"p[5,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"5","3","9"
"p[6,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"6","3","9"
"p[7,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"7","3","9"
"p[8,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196638,0.114456452681822,"8","3","9"
"p[9,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"9","3","9"
"p[10,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"10","3","9"
"p[11,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"11","3","9"
"p[12,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"12","3","9"
"p[13,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.0801575736655291,"13","3","9"
"p[14,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"14","3","9"
"p[15,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"15","3","9"
"p[16,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304803,0.089206059299229,"16","3","9"
"p[17,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.0801575736655291,"17","3","9"
"p[18,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"18","3","9"
"p[19,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196638,0.114456452681822,"19","3","9"
"p[20,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"20","3","9"
"p[21,3,9]","p",0.0967554581771848,0.0780486336423732,0.0964750647625732,0.117720037293484,"21","3","9"
"p[22,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"22","3","9"
"p[23,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"23","3","9"
"p[24,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"24","3","9"
"p[25,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"25","3","9"
"p[26,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"26","3","9"
"p[27,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"27","3","9"
"p[28,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196637,0.114456452681822,"28","3","9"
"p[29,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469057,0.100501547442116,"29","3","9"
"p[30,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"30","3","9"
"p[31,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"31","3","9"
"p[32,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.0801575736655291,"32","3","9"
"p[33,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"33","3","9"
"p[34,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"34","3","9"
"p[35,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"35","3","9"
"p[36,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"36","3","9"
"p[37,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"37","3","9"
"p[38,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"38","3","9"
"p[39,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"39","3","9"
"p[40,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"40","3","9"
"p[41,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"41","3","9"
"p[42,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.0801575736655291,"42","3","9"
"p[43,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"43","3","9"
"p[44,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196638,0.114456452681822,"44","3","9"
"p[45,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"45","3","9"
"p[46,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"46","3","9"
"p[47,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108512,0.0980789923689667,"47","3","9"
"p[48,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"48","3","9"
"p[49,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"49","3","9"
"p[50,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.080157573665529,"50","3","9"
"p[51,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"51","3","9"
"p[52,3,9]","p",0.0967554581771848,0.0780486336423732,0.0964750647625732,0.117720037293484,"52","3","9"
"p[53,3,9]","p",0.0668219378640887,0.0480863720593781,0.0660569805304802,0.089206059299229,"53","3","9"
"p[54,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.080157573665529,"54","3","9"
"p[55,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.080157573665529,"55","3","9"
"p[56,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196638,0.114456452681822,"56","3","9"
"p[57,3,9]","p",0.059408564513626,0.0414855209135794,0.058383058658125,0.0847404015876696,"57","3","9"
"p[58,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"58","3","9"
"p[59,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"59","3","9"
"p[60,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"60","3","9"
"p[61,3,9]","p",0.0746250903918093,0.0520796639449226,0.0736643001469056,0.100501547442116,"61","3","9"
"p[62,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196637,0.114456452681822,"62","3","9"
"p[63,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"63","3","9"
"p[64,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085644,0.109906854525546,"64","3","9"
"p[65,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"65","3","9"
"p[66,3,9]","p",0.0967554581771849,0.0780486336423732,0.0964750647625732,0.117720037293484,"66","3","9"
"p[67,3,9]","p",0.0725530668055676,0.0507385617079596,0.0720283281108511,0.0980789923689667,"67","3","9"
"p[68,3,9]","p",0.0885003420335366,0.0671015041415722,0.0881702398196637,0.114456452681822,"68","3","9"
"p[69,3,9]","p",0.0862587758582717,0.064660986436273,0.0854142371085643,0.109906854525546,"69","3","9"
"p[70,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"70","3","9"
"p[71,3,9]","p",0.0831770572614973,0.0607735910212758,0.0823730041258705,0.108339629309594,"71","3","9"
"p[72,3,9]","p",0.0575571752327244,0.0393635061374232,0.0565354217594683,0.080157573665529,"72","3","9"
"p[1,4,9]","p",0.0662483607570597,0.0525929604862883,0.0658045705114421,0.0832986053598779,"1","4","9"
"p[2,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"2","4","9"
"p[3,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"3","4","9"
"p[4,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"4","4","9"
"p[5,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"5","4","9"
"p[6,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"6","4","9"
"p[7,4,9]","p",0.0662483607570597,0.0525929604862883,0.0658045705114421,0.0832986053598779,"7","4","9"
"p[8,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"8","4","9"
"p[9,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"9","4","9"
"p[10,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"10","4","9"
"p[11,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"11","4","9"
"p[12,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"12","4","9"
"p[13,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"13","4","9"
"p[14,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"14","4","9"
"p[15,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841163,"15","4","9"
"p[16,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"16","4","9"
"p[17,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"17","4","9"
"p[18,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"18","4","9"
"p[19,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"19","4","9"
"p[20,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"20","4","9"
"p[21,4,9]","p",0.0662483607570597,0.0525929604862882,0.0658045705114421,0.0832986053598779,"21","4","9"
"p[22,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"22","4","9"
"p[23,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"23","4","9"
"p[24,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"24","4","9"
"p[25,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480617,"25","4","9"
"p[26,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"26","4","9"
"p[27,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"27","4","9"
"p[28,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"28","4","9"
"p[29,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"29","4","9"
"p[30,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"30","4","9"
"p[31,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"31","4","9"
"p[32,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"32","4","9"
"p[33,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"33","4","9"
"p[34,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"34","4","9"
"p[35,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"35","4","9"
"p[36,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"36","4","9"
"p[37,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"37","4","9"
"p[38,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"38","4","9"
"p[39,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"39","4","9"
"p[40,4,9]","p",0.0662483607570597,0.0525929604862883,0.0658045705114421,0.0832986053598779,"40","4","9"
"p[41,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"41","4","9"
"p[42,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"42","4","9"
"p[43,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"43","4","9"
"p[44,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"44","4","9"
"p[45,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"45","4","9"
"p[46,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"46","4","9"
"p[47,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"47","4","9"
"p[48,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"48","4","9"
"p[49,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"49","4","9"
"p[50,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"50","4","9"
"p[51,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"51","4","9"
"p[52,4,9]","p",0.0662483607570597,0.0525929604862882,0.0658045705114421,0.0832986053598779,"52","4","9"
"p[53,4,9]","p",0.0441920337460363,0.0308441593004135,0.0436481885068486,0.0620293789326123,"53","4","9"
"p[54,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"54","4","9"
"p[55,4,9]","p",0.0355446654460712,0.0233070896176633,0.0350211460114488,0.0512632044333265,"55","4","9"
"p[56,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"56","4","9"
"p[57,4,9]","p",0.0365938807584341,0.0243646959349711,0.0355751999171737,0.0540929597841162,"57","4","9"
"p[58,4,9]","p",0.0662483607570597,0.0525929604862882,0.0658045705114421,0.0832986053598779,"58","4","9"
"p[59,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"59","4","9"
"p[60,4,9]","p",0.0662483607570597,0.0525929604862882,0.0658045705114421,0.0832986053598779,"60","4","9"
"p[61,4,9]","p",0.0409130224557651,0.027029366693004,0.0406652725768396,0.0585690868954203,"61","4","9"
"p[62,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"62","4","9"
"p[63,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"63","4","9"
"p[64,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"64","4","9"
"p[65,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"65","4","9"
"p[66,4,9]","p",0.0662483607570597,0.0525929604862882,0.0658045705114421,0.0832986053598779,"66","4","9"
"p[67,4,9]","p",0.0399371976807414,0.0270523943731467,0.0389751864394062,0.058306726849341,"67","4","9"
"p[68,4,9]","p",0.0564607386115526,0.0420461779227283,0.0560643595010744,0.0742061393410986,"68","4","9"
"p[69,4,9]","p",0.0552288551744058,0.0409225652508871,0.0544100715509507,0.0727473530480616,"69","4","9"
"p[70,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"70","4","9"
"p[71,4,9]","p",0.0489141390562539,0.0342537349472945,0.0482118095454165,0.0659004421499243,"71","4","9"
"p[72,4,9]","p",0.0355446654460712,0.0233070896176632,0.0350211460114488,0.0512632044333265,"72","4","9"
"p[1,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.082892283935144,"1","5","9"
"p[2,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"2","5","9"
"p[3,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"3","5","9"
"p[4,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"4","5","9"
"p[5,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"5","5","9"
"p[6,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"6","5","9"
"p[7,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.0828922839351441,"7","5","9"
"p[8,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"8","5","9"
"p[9,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931923,0.0643867641188902,"9","5","9"
"p[10,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"10","5","9"
"p[11,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931922,0.0643867641188902,"11","5","9"
"p[12,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"12","5","9"
"p[13,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738065,"13","5","9"
"p[14,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712872,"14","5","9"
"p[15,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117888,"15","5","9"
"p[16,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"16","5","9"
"p[17,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738065,"17","5","9"
"p[18,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931923,0.0643867641188902,"18","5","9"
"p[19,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"19","5","9"
"p[20,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"20","5","9"
"p[21,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.082892283935144,"21","5","9"
"p[22,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"22","5","9"
"p[23,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"23","5","9"
"p[24,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"24","5","9"
"p[25,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"25","5","9"
"p[26,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"26","5","9"
"p[27,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"27","5","9"
"p[28,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"28","5","9"
"p[29,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"29","5","9"
"p[30,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"30","5","9"
"p[31,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931923,0.0643867641188902,"31","5","9"
"p[32,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738064,"32","5","9"
"p[33,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931923,0.0643867641188902,"33","5","9"
"p[34,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"34","5","9"
"p[35,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"35","5","9"
"p[36,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"36","5","9"
"p[37,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117888,"37","5","9"
"p[38,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"38","5","9"
"p[39,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"39","5","9"
"p[40,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.0828922839351441,"40","5","9"
"p[41,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"41","5","9"
"p[42,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738065,"42","5","9"
"p[43,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"43","5","9"
"p[44,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"44","5","9"
"p[45,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"45","5","9"
"p[46,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"46","5","9"
"p[47,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"47","5","9"
"p[48,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"48","5","9"
"p[49,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"49","5","9"
"p[50,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738064,"50","5","9"
"p[51,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"51","5","9"
"p[52,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.082892283935144,"52","5","9"
"p[53,5,9]","p",0.0435504066595552,0.029358173160219,0.0426434076375748,0.0610953778935625,"53","5","9"
"p[54,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738064,"54","5","9"
"p[55,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738065,"55","5","9"
"p[56,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"56","5","9"
"p[57,5,9]","p",0.0354168323375504,0.023373871216356,0.0347017276926771,0.0516645659117889,"57","5","9"
"p[58,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.0828922839351441,"58","5","9"
"p[59,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"59","5","9"
"p[60,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.0828922839351441,"60","5","9"
"p[61,5,9]","p",0.038681610592951,0.0260533962159036,0.0380659735661578,0.0542536898977758,"61","5","9"
"p[62,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"62","5","9"
"p[63,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931922,0.0643867641188902,"63","5","9"
"p[64,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"64","5","9"
"p[65,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"65","5","9"
"p[66,5,9]","p",0.0654593863380699,0.0506929494757418,0.0650731093245855,0.0828922839351441,"66","5","9"
"p[67,5,9]","p",0.0393418388102392,0.0255461064600394,0.0388270005142816,0.0568068496712871,"67","5","9"
"p[68,5,9]","p",0.0547686748172369,0.0404345363958246,0.0544985931898755,0.0729599605834357,"68","5","9"
"p[69,5,9]","p",0.0557863954031982,0.0404909938010497,0.0551289362624647,0.0739560989342932,"69","5","9"
"p[70,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931923,0.0643867641188902,"70","5","9"
"p[71,5,9]","p",0.0471721155863388,0.0324511972867096,0.0465536730931922,0.0643867641188902,"71","5","9"
"p[72,5,9]","p",0.0358495804829231,0.0233290095211832,0.0353046551879054,0.0529660327738064,"72","5","9"
"p[1,6,9]","p",0.0633963918412322,0.0498491585965655,0.0630038164400702,0.078164702092202,"1","6","9"
"p[2,6,9]","p",0.0375071431538571,0.0251895462285505,0.0368972378524308,0.0538892119747318,"2","6","9"
"p[3,6,9]","p",0.0531641428394291,0.0394657341039069,0.0525743054408997,0.0705691306435695,"3","6","9"
"p[4,6,9]","p",0.0370785305829211,0.0250299384695846,0.0364228513715211,0.0527231576835296,"4","6","9"
"p[5,6,9]","p",0.0526575283233432,0.0393627387511288,0.0522137992105398,0.0687946054607378,"5","6","9"
"p[6,6,9]","p",0.0370785305829211,0.0250299384695846,0.0364228513715211,0.0527231576835296,"6","6","9"
"p[7,6,9]","p",0.0633963918412322,0.0498491585965655,0.0630038164400702,0.078164702092202,"7","6","9"
"p[8,6,9]","p",0.0531641428394291,0.0394657341039069,0.0525743054408997,0.0705691306435695,"8","6","9"
"p[9,6,9]","p",0.0456162510852488,0.0318429154609596,0.044814579739823,0.0631772269045758,"9","6","9"
"p[10,6,9]","p",0.0370785305829211,0.0250299384695846,0.0364228513715211,0.0527231576835296,"10","6","9"
"p[11,6,9]","p",0.0456162510852488,0.0318429154609596,0.044814579739823,0.0631772269045758,"11","6","9"
